"Police.Service","Period","Total.Cases","Firearm.Injuries","Firearm.Deaths","Custody.Injuries","Custody.Deaths","Vehicle.Injuries","Vehicle.Deaths","Sexual.Assault.Complaints","Other","Year","muniName","Population.2006","Population.2011","Pop.density"
"OPP Middlesex Detachment (Lucan)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Lucan)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Lucan Biddulph",NA,"4,338","25.6"
"OPP Middlesex Detachment (Strathroy)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Middlesex Detachment (Strathroy)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Strathroy-Caradoc",NA,"20,978","76.5"
"OPP Minaki Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Minaki Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Minaki Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Minaki Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Minaki Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Minaki Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Minaki Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Minaki Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Minaki Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Mindemoya Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Central Manitoulin",NA,"1,958","4.5"
"OPP Mindemoya Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Central Manitoulin",NA,"1,958","4.5"
"OPP Moosonee Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Moosonee","2,006","1,725","3.1"
"OPP Moosonee Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Moosonee","2,006","1,725","3.1"
"OPP Morrisburg Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Morrisburg Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Morrisburg Detachment","2011-2012",1,NA,NA,NA,NA,NA,1,NA,NA,2012,NA,NA,NA,NA
"OPP Morrisburg Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Morrisburg Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Morrisburg Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Morrisburg Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Morrisburg Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Morrisburg Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Napanee Detachment","2013-2014",3,NA,NA,2,1,NA,NA,NA,NA,2014,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2011-2012",3,NA,NA,1,NA,1,NA,1,NA,2012,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2007-2008",1,NA,NA,NA,NA,1,NA,NA,NA,2008,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Greater Napanee",NA,"15,511","33.6"
"OPP Napanee Detachment","2005-2006",2,NA,NA,NA,NA,2,NA,NA,NA,2006,"Greater Napanee",NA,"15,511","33.6"
"OPP Niagara Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2012-2013",2,NA,NA,1,NA,1,NA,NA,NA,2013,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2009-2010",1,NA,NA,NA,NA,1,NA,NA,NA,2010,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2006-2007",1,NA,NA,NA,NA,1,NA,NA,NA,2007,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Niagara Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Niagara-on-the-Lake",NA,"15,400","115.9"
"OPP Nipigon Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2011-2012",1,NA,NA,NA,NA,1,NA,NA,NA,2012,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2007-2008",1,NA,NA,NA,NA,NA,NA,1,NA,2008,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Nipigon",NA,"1,631","14.9"
"OPP Nipigon Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Nipigon",NA,"1,631","14.9"
"OPP Noelville Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2006-2007",1,NA,NA,NA,NA,NA,NA,1,NA,2007,"French River",NA,"2,442","3.3"
"OPP Noelville Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"French River",NA,"2,442","3.3"
"OPP Norfolk County Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2011-2012",2,NA,NA,2,NA,NA,NA,NA,NA,2012,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2010-2011",2,NA,NA,2,NA,NA,NA,NA,NA,2011,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2008-2009",3,NA,NA,2,1,NA,NA,NA,NA,2009,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Norfolk County","62,563","63,175","39.3"
"OPP Norfolk County Detachment","2005-2006",1,NA,NA,1,NA,NA,NA,NA,NA,2006,"Norfolk County","62,563","63,175","39.3"
"OPP North Bay Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2011-2012",1,NA,NA,NA,NA,1,NA,NA,NA,2012,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2009-2010",1,NA,NA,NA,NA,NA,1,NA,NA,2010,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2006-2007",2,NA,NA,1,1,NA,NA,NA,NA,2007,"North Bay","53,966","53,651","168.2"
"OPP North Bay Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"North Bay","53,966","53,651","168.2"
"OPP North East Region Headquarters","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP North East Region Headquarters","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP North East Region Headquarters","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP North East Region Headquarters","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP North East Region Headquarters","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP North East Region Headquarters","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP North East Region Headquarters","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP North East Region Headquarters","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP North East Region Headquarters","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP North Perth Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Perth","5,907","5,840","476.7"
"OPP North Perth Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Perth","5,907","5,840","476.7"
"OPP North West Region Headquarters","2013-2014",1,NA,NA,NA,NA,NA,NA,1,NA,2014,NA,NA,NA,NA
"OPP North West Region Headquarters","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP North West Region Headquarters","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP North West Region Headquarters","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP North West Region Headquarters","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP North West Region Headquarters","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP North West Region Headquarters","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP North West Region Headquarters","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP North West Region Headquarters","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Northumberland Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Northumberland Detachment","2012-2013",2,NA,NA,1,NA,NA,NA,1,NA,2013,NA,NA,NA,NA
"OPP Northumberland Detachment","2011-2012",1,NA,NA,NA,NA,1,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Northumberland Detachment","2010-2011",2,NA,NA,NA,NA,NA,NA,2,NA,2011,NA,NA,NA,NA
"OPP Northumberland Detachment","2009-2010",3,NA,NA,1,1,1,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Northumberland Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Northumberland Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Northumberland Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Northumberland Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Northumberland Detachment (Brighton)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Brighton)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Brighton",NA,"10,928","49.1"
"OPP Northumberland Detachment (Campbellford)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Northumberland Detachment (Campbellford)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Northumberland Detachment (Cobourg)","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Cobourg","18,210","18,519","827.8"
"OPP Northumberland Detachment (Cobourg)","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Cobourg","18,210","18,519","827.8"
"OPP Nottawasaga Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2006-2007",3,NA,NA,1,2,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Nottawasaga Detachment","2005-2006",2,NA,NA,1,NA,1,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Orillia Detachment","2013-2014",4,NA,NA,3,NA,NA,NA,1,NA,2014,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2012-2013",4,NA,NA,2,NA,1,NA,1,NA,2013,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2011-2012",1,NA,NA,NA,NA,NA,1,NA,NA,2012,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2009-2010",2,NA,NA,1,NA,1,NA,NA,NA,2010,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2008-2009",2,NA,NA,NA,NA,2,NA,NA,NA,2009,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2007-2008",3,NA,NA,NA,NA,1,NA,2,NA,2008,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2006-2007",1,NA,NA,NA,NA,NA,NA,1,NA,2007,"Orillia","30,259","30,586","1,069.2"
"OPP Orillia Detachment","2005-2006",2,1,NA,1,NA,NA,NA,NA,NA,2006,"Orillia","30,259","30,586","1,069.2"
"OPP Ottawa Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2012-2013",1,NA,NA,NA,NA,NA,NA,1,NA,2013,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2009-2010",1,NA,NA,NA,NA,1,NA,NA,NA,2010,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Ottawa","812,129","883,391","316.6"
"OPP Ottawa Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Ottawa","812,129","883,391","316.6"
"OPP Oxford Detachment","2013-2014",3,NA,NA,3,NA,NA,NA,NA,NA,2014,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2012-2013",3,NA,NA,1,NA,1,NA,1,NA,2013,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2011-2012",1,NA,NA,1,NA,NA,NA,NA,NA,2012,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2010-2011",2,NA,NA,NA,NA,1,NA,1,NA,2011,"Oxford County",NA,"105,719","51.8"
"OPP Oxford Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Oxford County",NA,"105,719","51.8"
